1435132797709,531,Learn,200,OK,Thread Group 1-4,text,true,320,11,11,197
1435132797468,773,Learn,200,OK,Thread Group 1-1,text,true,320,11,11,92
1435132797551,686,Learn,200,OK,Thread Group 1-2,text,true,320,11,11,183
1435132797677,1287,Learn,200,OK,Thread Group 1-3,text,true,320,17,17,391
1435132798163,802,Learn,200,OK,Thread Group 1-10,text,true,320,16,16,666
1435132798235,865,Learn,200,OK,Thread Group 1-11,text,true,320,17,17,458
1435132797938,1707,Learn,200,OK,Thread Group 1-7,text,true,320,24,24,302
1435132798022,1624,Learn,200,OK,Thread Group 1-8,text,true,320,23,23,220
1435132797787,1859,Learn,200,OK,Thread Group 1-5,text,true,320,22,22,454
1435132797861,1786,Learn,200,OK,Thread Group 1-6,text,true,320,21,21,380
1435132798537,1114,Learn,200,OK,Thread Group 1-15,text,true,320,20,20,840
1435132798606,1045,Learn,200,OK,Thread Group 1-16,text,true,320,19,19,636
1435132798446,1253,Learn,200,OK,Thread Group 1-14,text,true,320,18,18,1065
1435132798745,1198,Learn,200,OK,Thread Group 1-18,text,true,320,20,20,355
1435132798675,1269,Learn,200,OK,Thread Group 1-17,text,true,320,19,19,425
1435132798093,1851,Learn,200,OK,Thread Group 1-9,text,true,320,18,18,871
1435132798816,1129,Learn,200,OK,Thread Group 1-19,text,true,320,17,17,148
1435132798889,1056,Learn,200,OK,Thread Group 1-20,text,true,320,16,16,75
1435132799321,625,Learn,200,OK,Thread Group 1-26,text,true,320,15,15,327
1435132799253,694,Learn,200,OK,Thread Group 1-25,text,true,320,15,15,395
1435132799545,402,Learn,200,OK,Thread Group 1-29,text,true,320,14,14,102
1435132799393,554,Learn,200,OK,Thread Group 1-27,text,true,320,13,13,254
1435132799616,331,Learn,200,OK,Thread Group 1-30,text,true,320,12,12,31
1435132798378,1570,Learn,200,OK,Thread Group 1-13,text,true,320,11,11,1269
1435132798314,1634,Learn,200,OK,Thread Group 1-12,text,true,320,10,10,1332
1435132799475,473,Learn,200,OK,Thread Group 1-28,text,true,320,9,9,172
1435132799179,780,Learn,200,OK,Thread Group 1-24,text,true,320,8,8,629
1435132799756,209,Learn,200,OK,Thread Group 1-32,text,true,320,7,7,190
1435132799946,19,Learn,200,OK,Thread Group 1-34,text,true,320,6,6,0
1435132798969,1006,Learn,200,OK,Thread Group 1-21,text,true,320,5,5,976
1435132799038,938,Learn,200,OK,Thread Group 1-22,text,true,320,4,4,906
1435132799109,868,Learn,200,OK,Thread Group 1-23,text,true,320,3,3,856
1435132799700,277,Learn,200,OK,Thread Group 1-31,text,true,320,2,2,246
1435132799828,151,Learn,200,OK,Thread Group 1-33,text,true,320,1,1,118
1435132799981,2,Learn,200,OK,Thread Group 1-35,text,true,320,1,1,0
1435132800051,2,Learn,200,OK,Thread Group 1-36,text,true,320,1,1,0
1435132800143,2,Learn,200,OK,Thread Group 1-37,text,true,320,1,1,0
1435132800212,2,Learn,200,OK,Thread Group 1-38,text,true,320,1,1,0
1435132800284,2,Learn,200,OK,Thread Group 1-39,text,true,320,1,1,0
1435132800354,3,Learn,200,OK,Thread Group 1-40,text,true,320,1,1,0
1435132800436,3,Learn,200,OK,Thread Group 1-41,text,true,320,1,1,0
1435132800516,2,Learn,200,OK,Thread Group 1-42,text,true,320,1,1,0
1435132800586,2,Learn,200,OK,Thread Group 1-43,text,true,320,1,1,0
1435132800658,2,Learn,200,OK,Thread Group 1-44,text,true,320,1,1,0
1435132800728,3,Learn,200,OK,Thread Group 1-45,text,true,320,1,1,0
1435132800811,4,Learn,200,OK,Thread Group 1-46,text,true,320,1,1,0
1435132800882,2,Learn,200,OK,Thread Group 1-47,text,true,320,1,1,0
1435132800952,3,Learn,200,OK,Thread Group 1-48,text,true,320,1,1,0
1435132801022,2,Learn,200,OK,Thread Group 1-49,text,true,320,1,1,0
1435132801093,2,Learn,200,OK,Thread Group 1-50,text,true,320,1,1,0
